DOMAINPRODUCTGROUP,COUNTRY,PERIOD,REPORTINGCHANNEL,BRAND,Item,AIRPLAY,GOOGLECAST/HOME,CONSUMP STANDBY,CONSUMPTION W,CURVED SCREEN,DISPLAY TECHNOL,HD TYPES,LED,RESOLUTION,SCREEN FORMAT,Signal Source,HDMI STANDARD,SIZE/INCH,Smart TV,SMART TV UI,HDR & DOLBY VIS,OPERATING SYST.,DTSX/DOLATMOS,DTSVIX/DOLHEIVI,GPU SYNC,MINILED BACKLIT,OLED/QLED,SERIES,SMART CONNECT,VERTICAL FREQ.,VRR,WCG,FirstActivity,POSType/Channel,SALES UNITS,SALES VALUE EUR,SALES VALUE SAR,PRICE EUR,PRICE SAR,UNW. AVG. DISTRIBUTION SELLING,WGT. AVG. DISTRIBUTION SELLING
PTV/FLAT,SAUDI ARABIA,JAN 23,PANELMARKET,SONY,KD-50X75K,NO AIRPLAY,,0.5,UNKNOWN,NOT CURVED,LCD-DISPLAY,ULTRA HD/4K (3840X2160P),LED,3840X2160,16:09:00,DVB-T/T2,VERSION UNKNOWN,50,SMART TV,ANDR/GOOGLE TV,HDR10,,NO,NO,NO GPU SYNC,NO MINILED,LCD ONLY,SONY X75,NO,N.A.,N.A.,NO WCG,OCTOBER 2022,TECSUPERSTORES + EL. CHAINS,25.0299,13679,54818,547,2190,6.5,16.2
PTV/FLAT,SAUDI ARABIA,JAN 24,PANELMARKET,SONY,KD-50X75K,NO AIRPLAY,,0.5,UNKNOWN,NOT CURVED,LCD-DISPLAY,ULTRA HD/4K (3840X2160P),LED,3840X2160,16:09:00,DVB-T/T2,VERSION UNKNOWN,50,SMART TV,ANDR/GOOGLE TV,HDR10,,NO,NO,NO GPU SYNC,NO MINILED,LCD ONLY,SONY X75,NO,N.A.,N.A.,NO WCG,OCTOBER 2022,TECSUPERSTORES + EL. CHAINS,42.1666,22891,93971,543,2229,7,27.3
PTV/FLAT,SAUDI ARABIA,JAN 23,PANELMARKET,SONY,KD-55X75K,NO AIRPLAY,,0.5,UNKNOWN,NOT CURVED,LCD-DISPLAY,ULTRA HD/4K (3840X2160P),LED,3840X2160,16:09:00,DVB-T/T2,VERSION UNKNOWN,55,SMART TV,ANDR/GOOGLE TV,HDR10,,NO,NO,NO GPU SYNC,NO MINILED,LCD ONLY,SONY X75,NO,N.A.,N.A.,NO WCG,MAY 2022,TECSUPERSTORES + EL. CHAINS,432.8284,286262,1147195,661,2650,25.2,77.2
PTV/FLAT,SAUDI ARABIA,JAN 24,PANELMARKET,SONY,KD-55X75K,NO AIRPLAY,,0.5,UNKNOWN,NOT CURVED,LCD-DISPLAY,ULTRA HD/4K (3840X2160P),LED,3840X2160,16:09:00,DVB-T/T2,VERSION UNKNOWN,55,SMART TV,ANDR/GOOGLE TV,HDR10,,NO,NO,NO GPU SYNC,NO MINILED,LCD ONLY,SONY X75,NO,N.A.,N.A.,NO WCG,MAY 2022,TECSUPERSTORES + EL. CHAINS,168.3051,97440,400000,579,2377,22.4,68.6
PTV/FLAT,SAUDI ARABIA,JAN 23,PANELMARKET,SONY,KD-65X75K,NO AIRPLAY,,0.5,UNKNOWN,NOT CURVED,LCD-DISPLAY,ULTRA HD/4K (3840X2160P),LED,3840X2160,16:09:00,DVB-T/T2,VERSION UNKNOWN,65,SMART TV,ANDR/GOOGLE TV,HDR10,,NO,NO,NO GPU SYNC,NO MINILED,LCD ONLY,SONY X75,NO,N.A.,N.A.,NO WCG,JULY 2022,TECSUPERSTORES + EL. CHAINS,468.1051,402585,1613361,860,3447,25.2,73.8
PTV/FLAT,SAUDI ARABIA,JAN 24,PANELMARKET,SONY,KD-65X75K,NO AIRPLAY,,0.5,UNKNOWN,NOT CURVED,LCD-DISPLAY,ULTRA HD/4K (3840X2160P),LED,3840X2160,16:09:00,DVB-T/T2,VERSION UNKNOWN,65,SMART TV,ANDR/GOOGLE TV,HDR10,,NO,NO,NO GPU SYNC,NO MINILED,LCD ONLY,SONY X75,NO,N.A.,N.A.,NO WCG,JULY 2022,TECSUPERSTORES + EL. CHAINS,261.7555,191546,786314,732,3004,25,57.4
PTV/FLAT,SAUDI ARABIA,JAN 23,PANELMARKET,ADMIRAL,ADL50UMSACP,NO AIRPLAY,,UNKNOWN,UNKNOWN,NOT CURVED,LCD-DISPLAY,ULTRA HD/4K (3840X2160P),LED,3840X2160,16:09:00,DVB-T/T2,VERSION UNKNOWN,50,SMART TV,ANDR/GOOGLE TV,HDR10,,NO,NO,NO GPU SYNC,NO MINILED,LCD ONLY,N.A.,NO,N.A.,N.A.,NO WCG,JULY 2022,TECSUPERSTORES + EL. CHAINS,5,1828,7326,366,1465,1.1,2.2
PTV/FLAT,SAUDI ARABIA,JAN 24,PANELMARKET,ADMIRAL,ADL50UMSACP,NO AIRPLAY,,UNKNOWN,UNKNOWN,NOT CURVED,LCD-DISPLAY,ULTRA HD/4K (3840X2160P),LED,3840X2160,16:09:00,DVB-T/T2,VERSION UNKNOWN,50,SMART TV,ANDR/GOOGLE TV,HDR10,,NO,NO,NO GPU SYNC,NO MINILED,LCD ONLY,N.A.,NO,N.A.,N.A.,NO WCG,JULY 2022,TECSUPERSTORES + EL. CHAINS,8.4419,2102,8631,249,1022,1,0.1
PTV/FLAT,SAUDI ARABIA,JAN 23,PANELMARKET,ADMIRAL,ADL55UMSACP,NO AIRPLAY,,UNKNOWN,UNKNOWN,NOT CURVED,LCD-DISPLAY,ULTRA HD/4K (3840X2160P),LED,3840X2160,16:09:00,DVB-T/T2,VERSION UNKNOWN,55,SMART TV,ANDR/GOOGLE TV,HDR10,,NO,NO,NO GPU SYNC,NO MINILED,LCD ONLY,N.A.,NO,N.A.,N.A.,NO WCG,JUNE 2022,TECSUPERSTORES + EL. CHAINS,8,3300,13224,412,1653,1.1,1
PTV/FLAT,SAUDI ARABIA,JAN 23,PANELMARKET,ATC,E-LD-55HDR,NO AIRPLAY,,UNKNOWN,UNKNOWN,NOT CURVED,LCD-DISPLAY,ULTRA HD/4K (3840X2160P),LED,3840X2160,16:09:00,DVB-T/T2,VERSION UNKNOWN,55,SMART TV,ANDR/GOOGLE TV,HDR10,,NO,NO,NO GPU SYNC,NO MINILED,LCD ONLY,N.A.,NO,N.A.,N.A.,NO WCG,JULY 2021,TECSUPERSTORES + EL. CHAINS,10,2554,10236,255,1024,1.3,0.5
PTV/FLAT,SAUDI ARABIA,JAN 24,PANELMARKET,ADMIRAL,ADL55UMSACP,NO AIRPLAY,,UNKNOWN,UNKNOWN,NOT CURVED,LCD-DISPLAY,ULTRA HD/4K (3840X2160P),LED,3840X2160,16:09:00,DVB-T/T2,VERSION UNKNOWN,55,SMART TV,ANDR/GOOGLE TV,HDR10,,NO,NO,NO GPU SYNC,NO MINILED,LCD ONLY,N.A.,NO,N.A.,N.A.,NO WCG,JUNE 2022,TECSUPERSTORES + EL. CHAINS,4.2209,1199,4922,284,1166,1,0.1
PTV/FLAT,SAUDI ARABIA,JAN 24,PANELMARKET,ARRQW,RO-55LCS,NO AIRPLAY,,UNKNOWN,UNKNOWN,NOT CURVED,LCD-DISPLAY,ULTRA HD/4K (3840X2160P),LED,3840X2160,16:09:00,DVB-T/T2,VERSION UNKNOWN,55,SMART TV,ANDR/GOOGLE TV,HDR10,,NO,NO,NO GPU SYNC,NO MINILED,LCD ONLY,N.A.,NO,N.A.,N.A.,NO WCG,APRIL 2022,TECSUPERSTORES + EL. CHAINS,10,2771,11374,277,1137,0.3,1
PTV/FLAT,SAUDI ARABIA,JAN 23,PANELMARKET,ARRQW,RO-58LCS,NO AIRPLAY,,UNKNOWN,UNKNOWN,NOT CURVED,LCD-DISPLAY,ULTRA HD/4K (3840X2160P),LED,3840X2160,16:09:00,DVB-T/T2,VERSION UNKNOWN,58,SMART TV,ANDR/GOOGLE TV,HDR10,,NO,NO,NO GPU SYNC,NO MINILED,LCD ONLY,N.A.,NO,N.A.,N.A.,NO WCG,MAY 2022,TECSUPERSTORES + EL. CHAINS,13,5144,20616,396,1586,0.7,2
PTV/FLAT,SAUDI ARABIA,JAN 24,PANELMARKET,ARRQW,RO-58LCS,NO AIRPLAY,,UNKNOWN,UNKNOWN,NOT CURVED,LCD-DISPLAY,ULTRA HD/4K (3840X2160P),LED,3840X2160,16:09:00,DVB-T/T2,VERSION UNKNOWN,58,SMART TV,ANDR/GOOGLE TV,HDR10,,NO,NO,NO GPU SYNC,NO MINILED,LCD ONLY,N.A.,NO,N.A.,N.A.,NO WCG,MAY 2022,TECSUPERSTORES + EL. CHAINS,1,328,1344,328,1344,0.3,1
PTV/FLAT,SAUDI ARABIA,JAN 23,PANELMARKET,ADMIRAL,ADL65UMSACP,NO AIRPLAY,,UNKNOWN,UNKNOWN,NOT CURVED,LCD-DISPLAY,ULTRA HD/4K (3840X2160P),LED,3840X2160,16:09:00,DVB-T/T2,VERSION UNKNOWN,65,SMART TV,ANDR/GOOGLE TV,HDR10,,NO,NO,NO GPU SYNC,NO MINILED,LCD ONLY,N.A.,NO,N.A.,N.A.,NO WCG,JUNE 2022,TECSUPERSTORES + EL. CHAINS,17,8629,34582,508,2034,2.4,3.3
PTV/FLAT,SAUDI ARABIA,JAN 23,PANELMARKET,ARRQW,RO-65LCS,NO AIRPLAY,,UNKNOWN,UNKNOWN,NOT CURVED,LCD-DISPLAY,ULTRA HD/4K (3840X2160P),LED,3840X2160,16:09:00,DVB-T/T2,VERSION UNKNOWN,65,SMART TV,ANDR/GOOGLE TV,HDR10,,NO,NO,NO GPU SYNC,NO MINILED,LCD ONLY,N.A.,NO,N.A.,N.A.,NO WCG,APRIL 2022,TECSUPERSTORES + EL. CHAINS,36,16194,64898,450,1803,1.8,3.5
PTV/FLAT,SAUDI ARABIA,JAN 23,PANELMARKET,HAAS,HLD65USH1,NO AIRPLAY,,UNKNOWN,UNKNOWN,NOT CURVED,LCD-DISPLAY,ULTRA HD/4K (3840X2160P),LED,3840X2160,16:09:00,DVB-T/T2,VERSION UNKNOWN,65,SMART TV,ANDR/GOOGLE TV,HDR10,,NO,NO,NO GPU SYNC,NO MINILED,LCD ONLY,N.A.,NO,N.A.,N.A.,NO WCG,DECEMBER 2020,TECSUPERSTORES + EL. CHAINS,1,660,2644,660,2644,0.2,0
PTV/FLAT,SAUDI ARABIA,JAN 24,PANELMARKET,ADMIRAL,ADL65UMSACP,NO AIRPLAY,,UNKNOWN,UNKNOWN,NOT CURVED,LCD-DISPLAY,ULTRA HD/4K (3840X2160P),LED,3840X2160,16:09:00,DVB-T/T2,VERSION UNKNOWN,65,SMART TV,ANDR/GOOGLE TV,HDR10,,NO,NO,NO GPU SYNC,NO MINILED,LCD ONLY,N.A.,NO,N.A.,N.A.,NO WCG,JUNE 2022,TECSUPERSTORES + EL. CHAINS,9.4008,3367,13820,358,1470,1.6,1.8
PTV/FLAT,SAUDI ARABIA,JAN 24,PANELMARKET,ARRQW,RO-65LCS,NO AIRPLAY,,UNKNOWN,UNKNOWN,NOT CURVED,LCD-DISPLAY,ULTRA HD/4K (3840X2160P),LED,3840X2160,16:09:00,DVB-T/T2,VERSION UNKNOWN,65,SMART TV,ANDR/GOOGLE TV,HDR10,,NO,NO,NO GPU SYNC,NO MINILED,LCD ONLY,N.A.,NO,N.A.,N.A.,NO WCG,APRIL 2022,TECSUPERSTORES + EL. CHAINS,6,2360,9687,393,1614,1,0.1
PTV/FLAT,SAUDI ARABIA,JAN 24,PANELMARKET,HAAS,HLD65USH1,NO AIRPLAY,,UNKNOWN,UNKNOWN,NOT CURVED,LCD-DISPLAY,ULTRA HD/4K (3840X2160P),LED,3840X2160,16:09:00,DVB-T/T2,VERSION UNKNOWN,65,SMART TV,ANDR/GOOGLE TV,HDR10,,NO,NO,NO GPU SYNC,NO MINILED,LCD ONLY,N.A.,NO,N.A.,N.A.,NO WCG,DECEMBER 2020,TECSUPERSTORES + EL. CHAINS,5,1282,5261,256,1052,0.5,0.1
PTV/FLAT,SAUDI ARABIA,JAN 23,PANELMARKET,HAIER,LE70K6500UG,NO AIRPLAY,,UNKNOWN,UNKNOWN,NOT CURVED,LCD-DISPLAY,ULTRA HD/4K (3840X2160P),LED,3840X2160,16:09:00,DVB-T/T2,VERSION UNKNOWN,70,SMART TV,ANDR/GOOGLE TV,HDR10,,NO,NO,NO GPU SYNC,NO MINILED,LCD ONLY,N.A.,NO,N.A.,N.A.,NO WCG,JUNE 2021,TECSUPERSTORES + EL. CHAINS,-1,-798,-3199,798,3199,2.4,16.1
PTV/FLAT,SAUDI ARABIA,JAN 24,PANELMARKET,HAIER,LE70K6500UG,NO AIRPLAY,,UNKNOWN,UNKNOWN,NOT CURVED,LCD-DISPLAY,ULTRA HD/4K (3840X2160P),LED,3840X2160,16:09:00,DVB-T/T2,VERSION UNKNOWN,70,SMART TV,ANDR/GOOGLE TV,HDR10,,NO,NO,NO GPU SYNC,NO MINILED,LCD ONLY,N.A.,NO,N.A.,N.A.,NO WCG,JUNE 2021,TECSUPERSTORES + EL. CHAINS,1,678,2783,678,2783,0.3,0
PTV/FLAT,SAUDI ARABIA,JAN 23,PANELMARKET,ADMIRAL,ADL75UMSACP,NO AIRPLAY,,UNKNOWN,UNKNOWN,NOT CURVED,LCD-DISPLAY,ULTRA HD/4K (3840X2160P),LED,3840X2160,16:09:00,DVB-T/T2,VERSION UNKNOWN,75,SMART TV,ANDR/GOOGLE TV,HDR10,,NO,NO,NO GPU SYNC,NO MINILED,LCD ONLY,N.A.,NO,N.A.,N.A.,NO WCG,AUGUST 2022,TECSUPERSTORES + EL. CHAINS,1,839,3362,839,3362,0.2,0
PTV/FLAT,SAUDI ARABIA,JAN 23,PANELMARKET,SAHM,SHM-50LPSU,NO AIRPLAY,,UNKNOWN,UNKNOWN,NOT CURVED,LCD-DISPLAY,ULTRA HD/4K (3840X2160P),LED,3840X2160,16:09:00,DVB-T/T2,VERSION UNKNOWN,50,SMART TV,OTHER SMART UI,HDR10,,NO,NO,NO GPU SYNC,NO MINILED,LCD ONLY,N.A.,NO,N.A.,N.A.,NO WCG,FEBRUARY 2021,TECSUPERSTORES + EL. CHAINS,4.5,1011,4050,225,900,0.3,0
PTV/FLAT,SAUDI ARABIA,JAN 24,PANELMARKET,SAHM,SHM-50LPSU,NO AIRPLAY,,UNKNOWN,UNKNOWN,NOT CURVED,LCD-DISPLAY,ULTRA HD/4K (3840X2160P),LED,3840X2160,16:09:00,DVB-T/T2,VERSION UNKNOWN,50,SMART TV,OTHER SMART UI,HDR10,,NO,NO,NO GPU SYNC,NO MINILED,LCD ONLY,N.A.,NO,N.A.,N.A.,NO WCG,FEBRUARY 2021,TECSUPERSTORES + EL. CHAINS,5.1664,1113,4567,215,884,1.1,0.1
PTV/FLAT,SAUDI ARABIA,JAN 23,PANELMARKET,ARRQW,RO-55LYS,NO AIRPLAY,,UNKNOWN,UNKNOWN,NOT CURVED,LCD-DISPLAY,ULTRA HD/4K (3840X2160P),LED,3840X2160,16:09:00,DVB-T/T2,VERSION UNKNOWN,55,SMART TV,OTHER SMART UI,HDR10,,NO,NO,NO GPU SYNC,NO MINILED,LCD ONLY,N.A.,NO,N.A.,N.A.,NO WCG,SEPTEMBER 2021,TECSUPERSTORES + EL. CHAINS,8,2869,11498,359,1437,0.2,1.5
PTV/FLAT,SAUDI ARABIA,JAN 23,PANELMARKET,DORA,58DY30,NO AIRPLAY,,UNKNOWN,138,NOT CURVED,LCD-DISPLAY,ULTRA HD/4K (3840X2160P),LED,3840X2160,16:09:00,DVB-T/T2,VERSION UNKNOWN,58,SMART TV,OTHER SMART UI,HDR10,,NO,NO,NO GPU SYNC,NO MINILED,LCD ONLY,N.A.,NO,N.A.,N.A.,NO WCG,SEPTEMBER 2020,TECSUPERSTORES + EL. CHAINS,2,700,2807,350,1404,0.4,0
PTV/FLAT,SAUDI ARABIA,JAN 23,PANELMARKET,ARROW,RO-65LYS,NO AIRPLAY,,UNKNOWN,UNKNOWN,NOT CURVED,LCD-DISPLAY,ULTRA HD/4K (3840X2160P),LED,3840X2160,16:09:00,DVB-T/T2,VERSION UNKNOWN,65,SMART TV,OTHER SMART UI,HDR10,,NO,NO,NO GPU SYNC,NO MINILED,LCD ONLY,N.A.,NO,N.A.,N.A.,NO WCG,MAY 2022,TECSUPERSTORES + EL. CHAINS,24,7736,31001,322,1292,1.8,0.4
PTV/FLAT,SAUDI ARABIA,JAN 23,PANELMARKET,KMC,K22M65298U,NO AIRPLAY,,UNKNOWN,UNKNOWN,NOT CURVED,LCD-DISPLAY,ULTRA HD/4K (3840X2160P),LED,3840X2160,16:09:00,DVB-T/T2,VERSION UNKNOWN,65,SMART TV,OTHER SMART UI,HDR10,,NO,NO,NO GPU SYNC,NO MINILED,LCD ONLY,N.A.,NO,N.A.,N.A.,NO WCG,JULY 2022,TECSUPERSTORES + EL. CHAINS,1,359,1440,359,1440,0.2,0.2
PTV/FLAT,SAUDI ARABIA,JAN 24,PANELMARKET,NIKAI,NIK85MEU4STN,NO AIRPLAY,,UNKNOWN,UNKNOWN,NOT CURVED,LCD-DISPLAY,ULTRA HD/4K (3840X2160P),LED,3840X2160,16:09:00,DVB-T/T2/S,VERSION UNKNOWN,85,SMART TV,OTHER SMART UI,HDR10,,NO,NO,NO GPU SYNC,NO MINILED,LCD ONLY,N.A.,NO,N.A.,N.A.,NO WCG,OCTOBER 2022,TECSUPERSTORES + EL. CHAINS,2,2503,10277,1252,5138,0.5,1.3
PTV/FLAT,SAUDI ARABIA,JAN 23,PANELMARKET,ALTO,ALT55SAU1HTT,NO AIRPLAY,,UNKNOWN,180,NOT CURVED,LCD-DISPLAY,ULTRA HD/4K (3840X2160P),LED,3840X2160,16:09:00,N.A.,VERSION UNKNOWN,55,SMART TV,OTHER SMART UI,HDR10,,NO,NO,NO GPU SYNC,NO MINILED,LCD ONLY,N.A.,NO,N.A.,N.A.,NO WCG,JULY 2021,TECSUPERSTORES + EL. CHAINS,12,3467,13895,289,1158,2,0.2
PTV/FLAT,SAUDI ARABIA,JAN 24,PANELMARKET,ALTO,ALT55SAU1HTT,NO AIRPLAY,,UNKNOWN,180,NOT CURVED,LCD-DISPLAY,ULTRA HD/4K (3840X2160P),LED,3840X2160,16:09:00,N.A.,VERSION UNKNOWN,55,SMART TV,OTHER SMART UI,HDR10,,NO,NO,NO GPU SYNC,NO MINILED,LCD ONLY,N.A.,NO,N.A.,N.A.,NO WCG,JULY 2021,TECSUPERSTORES + EL. CHAINS,5,1385,5687,277,1137,1,0.1
PTV/FLAT,SAUDI ARABIA,JAN 23,PANELMARKET,HISENSE,50A7100FS,NO AIRPLAY,,UNKNOWN,UNKNOWN,NOT CURVED,LCD-DISPLAY,ULTRA HD/4K (3840X2160P),LED,3840X2160,16:09:00,DVB-T,VERSION UNKNOWN,50,SMART TV,VIDAA,HDR10+,,NO,NO,NO GPU SYNC,NO MINILED,LCD ONLY,N.A.,NO,N.A.,N.A.,NO WCG,JUNE 2020,TECSUPERSTORES + EL. CHAINS,53,19726,79051,372,1492,3.8,0.7
PTV/FLAT,SAUDI ARABIA,JAN 24,PANELMARKET,HISENSE,50A7100FS,NO AIRPLAY,,UNKNOWN,UNKNOWN,NOT CURVED,LCD-DISPLAY,ULTRA HD/4K (3840X2160P),LED,3840X2160,16:09:00,DVB-T,VERSION UNKNOWN,50,SMART TV,VIDAA,HDR10+,,NO,NO,NO GPU SYNC,NO MINILED,LCD ONLY,N.A.,NO,N.A.,N.A.,NO WCG,JUNE 2020,TECSUPERSTORES + EL. CHAINS,36,11802,48448,328,1346,3.1,0.5
PTV/FLAT,SAUDI ARABIA,JAN 23,PANELMARKET,HISENSE,55A6G,NO AIRPLAY,,UNKNOWN,UNKNOWN,NOT CURVED,LCD-DISPLAY,ULTRA HD/4K (3840X2160P),LED,3840X2160,16:09:00,DVB-T/T2,VERSION UNKNOWN,55,SMART TV,VIDAA,HDR10+,,NO,NO,NO GPU SYNC,NO MINILED,LCD ONLY,N.A.,NO,N.A.,N.A.,NO WCG,MAY 2021,TECSUPERSTORES + EL. CHAINS,1,324,1300,324,1300,0.2,0.1
PTV/FLAT,SAUDI ARABIA,JAN 24,PANELMARKET,HISENSE,55A6G,NO AIRPLAY,,UNKNOWN,UNKNOWN,NOT CURVED,LCD-DISPLAY,ULTRA HD/4K (3840X2160P),LED,3840X2160,16:09:00,DVB-T/T2,VERSION UNKNOWN,55,SMART TV,VIDAA,HDR10+,,NO,NO,NO GPU SYNC,NO MINILED,LCD ONLY,N.A.,NO,N.A.,N.A.,NO WCG,MAY 2021,TECSUPERSTORES + EL. CHAINS,38,12396,50887,326,1339,0.8,0.3
PTV/FLAT,SAUDI ARABIA,JAN 23,PANELMARKET,HISENSE,65A7100FS,NO AIRPLAY,,UNKNOWN,UNKNOWN,NOT CURVED,LCD-DISPLAY,ULTRA HD/4K (3840X2160P),LED,3840X2160,16:09:00,DVB-T/T2/S/C,VERSION UNKNOWN,65,SMART TV,VIDAA,HDR10+,,NO,NO,NO GPU SYNC,NO MINILED,LCD ONLY,N.A.,NO,N.A.,N.A.,NO WCG,JUNE 2020,TECSUPERSTORES + EL. CHAINS,5,3154,12641,631,2528,1.3,0.3
PTV/FLAT,SAUDI ARABIA,JAN 23,PANELMARKET,NIKAI,UHD55SLED,NO AIRPLAY,,UNKNOWN,UNKNOWN,NOT CURVED,LCD-DISPLAY,ULTRA HD/4K (3840X2160P),LED,3840X2160,16:09:00,N.A.,VERSION UNKNOWN,55,SMART TV,N.A.,N.A.,,NO,NO,NO GPU SYNC,NO MINILED,LCD ONLY,N.A.,NO,N.A.,N.A.,NO WCG,SEPTEMBER 2015,TECSUPERSTORES + EL. CHAINS,39,12343,49463,316,1268,0.7,2.2
PTV/FLAT,SAUDI ARABIA,JAN 24,PANELMARKET,NIKAI,UHD55SLED,NO AIRPLAY,,UNKNOWN,UNKNOWN,NOT CURVED,LCD-DISPLAY,ULTRA HD/4K (3840X2160P),LED,3840X2160,16:09:00,N.A.,VERSION UNKNOWN,55,SMART TV,N.A.,N.A.,,NO,NO,NO GPU SYNC,NO MINILED,LCD ONLY,N.A.,NO,N.A.,N.A.,NO WCG,SEPTEMBER 2015,TECSUPERSTORES + EL. CHAINS,3.95,1285,5277,325,1336,0.8,1.5
PTV/FLAT,SAUDI ARABIA,JAN 23,PANELMARKET,<TRADEBRAND & EXCLUSIVE>,PRIVATE LABEL,NO AIRPLAY,,UNKNOWN,UNKNOWN,NOT CURVED,LCD-DISPLAY,ULTRA HD/4K (3840X2160P),LED,3840X2160,16:09:00,DVB-T,VERSION UNKNOWN,65,SMART TV,,NO HDR / NO DV,,NO,NO,NO GPU SYNC,NO MINILED,LCD ONLY,,NO,N.A.,N.A.,NO WCG,OCTOBER 2020,TECSUPERSTORES + EL. CHAINS,3,1075,4309,358,1436,1.1,2.8
PTV/FLAT,SAUDI ARABIA,JAN 23,PANELMARKET,PANASONIC,TH-55HX750M,NO AIRPLAY,,UNKNOWN,UNKNOWN,NOT CURVED,LCD-DISPLAY,ULTRA HD/4K (3840X2160P),LED,3840X2160,16:09:00,DVB-T,VERSION UNKNOWN,55,SMART TV,ANDR/GOOGLE TV,NO HDR / NO DV,,NO,NO,NO GPU SYNC,NO MINILED,LCD ONLY,PAN. OTHERS,NO,N.A.,N.A.,NO WCG,JANUARY 2021,TECSUPERSTORES + EL. CHAINS,190.7175,83993,336601,440,1765,18.3,15.9
PTV/FLAT,SAUDI ARABIA,JAN 24,PANELMARKET,PANASONIC,TH-55HX750M,NO AIRPLAY,,UNKNOWN,UNKNOWN,NOT CURVED,LCD-DISPLAY,ULTRA HD/4K (3840X2160P),LED,3840X2160,16:09:00,DVB-T,VERSION UNKNOWN,55,SMART TV,ANDR/GOOGLE TV,NO HDR / NO DV,,NO,NO,NO GPU SYNC,NO MINILED,LCD ONLY,PAN. OTHERS,NO,N.A.,N.A.,NO WCG,JANUARY 2021,TECSUPERSTORES + EL. CHAINS,57.5956,23521,96558,408,1676,7.6,23.1
PTV/FLAT,SAUDI ARABIA,JAN 24,PANELMARKET,DANSAT,DTE6520BU,NO AIRPLAY,,UNKNOWN,UNKNOWN,NOT CURVED,LCD-DISPLAY,ULTRA HD/4K (3840X2160P),LED,3840X2160,16:09:00,DVB-T,VERSION UNKNOWN,65,SMART TV,ANDR/GOOGLE TV,NO HDR / NO DV,,NO,NO,NO GPU SYNC,NO MINILED,LCD ONLY,N.A.,NO,N.A.,N.A.,NO WCG,JUNE 2020,TECSUPERSTORES + EL. CHAINS,2,789,3240,395,1620,0.3,0.1
PTV/FLAT,SAUDI ARABIA,JAN 23,PANELMARKET,<TRADEBRAND & EXCLUSIVE>,TRADE MODEL,NO AIRPLAY,,UNKNOWN,UNKNOWN,NOT CURVED,LCD-DISPLAY,ULTRA HD/4K (3840X2160P),LED,3840X2160,16:09:00,DVB-T,VERSION UNKNOWN,70,SMART TV,ANDR/GOOGLE TV,NO HDR / NO DV,,NO,NO,NO GPU SYNC,NO MINILED,LCD ONLY,N.A.,NO,N.A.,N.A.,NO WCG,OCTOBER 2020,TECSUPERSTORES + EL. CHAINS,0,114,458,0,0,,
PTV/FLAT,SAUDI ARABIA,JAN 23,PANELMARKET,SAHM,SHM-75LKGS,NO AIRPLAY,,UNKNOWN,UNKNOWN,NOT CURVED,LCD-DISPLAY,ULTRA HD/4K (3840X2160P),LED,3840X2160,16:09:00,DVB-T,VERSION UNKNOWN,75,SMART TV,ANDR/GOOGLE TV,NO HDR / NO DV,,NO,NO,NO GPU SYNC,NO MINILED,LCD ONLY,N.A.,NO,N.A.,N.A.,NO WCG,DECEMBER 2022,TECSUPERSTORES + EL. CHAINS,23,11205,44903,487,1952,1.3,0.3
PTV/FLAT,SAUDI ARABIA,JAN 23,PANELMARKET,FALCON,TSF50ST2S2,NO AIRPLAY,,UNKNOWN,UNKNOWN,NOT CURVED,LCD-DISPLAY,ULTRA HD/4K (3840X2160P),LED,3840X2160,16:09:00,DVB-T,VERSION UNKNOWN,50,SMART TV,OTHER SMART UI,NO HDR / NO DV,,NO,NO,NO GPU SYNC,NO MINILED,LCD ONLY,N.A.,NO,N.A.,N.A.,NO WCG,DECEMBER 2022,TECSUPERSTORES + EL. CHAINS,28,6779,27165,242,970,3.1,0.5
PTV/FLAT,SAUDI ARABIA,JAN 23,PANELMARKET,GOLDTEC,GT50W4K,NO AIRPLAY,,UNKNOWN,UNKNOWN,NOT CURVED,LCD-DISPLAY,ULTRA HD/4K (3840X2160P),LED,3840X2160,16:09:00,DVB-T,VERSION UNKNOWN,50,SMART TV,OTHER SMART UI,NO HDR / NO DV,,NO,NO,NO GPU SYNC,NO MINILED,LCD ONLY,N.A.,NO,N.A.,N.A.,NO WCG,DECEMBER 2022,TECSUPERSTORES + EL. CHAINS,43,11791,47251,274,1099,2.4,2.8
PTV/FLAT,SAUDI ARABIA,JAN 24,PANELMARKET,FALCON,TSF50ST2S2,NO AIRPLAY,,UNKNOWN,UNKNOWN,NOT CURVED,LCD-DISPLAY,ULTRA HD/4K (3840X2160P),LED,3840X2160,16:09:00,DVB-T,VERSION UNKNOWN,50,SMART TV,OTHER SMART UI,NO HDR / NO DV,,NO,NO,NO GPU SYNC,NO MINILED,LCD ONLY,N.A.,NO,N.A.,N.A.,NO WCG,DECEMBER 2022,TECSUPERSTORES + EL. CHAINS,1,252,1035,252,1035,0.3,0
