DOMAINPRODUCTGROUP,COUNTRY,PERIOD,REPORTINGCHANNEL,BRAND,Item,AIRPLAY,GOOGLECAST/HOME,CONSUMP STANDBY,CONSUMPTION W,CURVED SCREEN,DISPLAY TECHNOL,HD TYPES,LED,RESOLUTION,SCREEN FORMAT,Signal Source,HDMI STANDARD,SIZE/INCH,Smart TV,SMART TV UI,HDR & DOLBY VIS,OPERATING SYST.,DTSX/DOLATMOS,DTSVIX/DOLHEIVI,GPU SYNC,MINILED BACKLIT,OLED/QLED,SERIES,SMART CONNECT,VERTICAL FREQ.,VRR,WCG,FirstActivity,POSType/Channel,SALES UNITS,SALES VALUE EUR,SALES VALUE SAR,PRICE EUR,PRICE SAR,UNW. AVG. DISTRIBUTION SELLING,WGT. AVG. DISTRIBUTION SELLING
PTV/FLAT,SAUDI ARABIA,JAN 23,PANELMARKET,TCL,50C635,NO AIRPLAY,,UNKNOWN,UNKNOWN,NOT CURVED,LCD-DISPLAY,ULTRA HD/4K (3840X2160P),LED,3840X2160,16:09:00,DVB-T/T2,HDMI 2.1,50,SMART TV,ANDR/GOOGLE TV,DV + HDR10+,,DOLBY ATMOS,NO,NO GPU SYNC,NO MINILED,QUANTUMDOT/NO MINILED,N.A.,VOICE CONTROL,N.A.,N.A.,QUANTUM DOT,JULY 2022,MASS MERCHANDISERS/DIYSS,67.692,29984,120159,443,1775,10.9,34.1
PTV/FLAT,SAUDI ARABIA,JAN 24,PANELMARKET,TCL,50C635,NO AIRPLAY,,UNKNOWN,UNKNOWN,NOT CURVED,LCD-DISPLAY,ULTRA HD/4K (3840X2160P),LED,3840X2160,16:09:00,DVB-T/T2,HDMI 2.1,50,SMART TV,ANDR/GOOGLE TV,DV + HDR10+,,DOLBY ATMOS,NO,NO GPU SYNC,NO MINILED,QUANTUMDOT/NO MINILED,N.A.,VOICE CONTROL,N.A.,N.A.,QUANTUM DOT,JULY 2022,MASS MERCHANDISERS/DIYSS,2.9249,1100,4517,376,1544,0.6,11.3
PTV/FLAT,SAUDI ARABIA,JAN 23,PANELMARKET,TCL,65C635,NO AIRPLAY,,UNKNOWN,UNKNOWN,NOT CURVED,LCD-DISPLAY,ULTRA HD/4K (3840X2160P),LED,3840X2160,16:09:00,DVB-T/T2,HDMI 2.1,65,SMART TV,ANDR/GOOGLE TV,DV + HDR10+,,DOLBY ATMOS,NO,NO GPU SYNC,NO MINILED,QUANTUMDOT/NO MINILED,N.A.,VOICE CONTROL,N.A.,N.A.,QUANTUM DOT,JUNE 2022,MASS MERCHANDISERS/DIYSS,104.4724,74084,296892,709,2842,21.7,42.7
PTV/FLAT,SAUDI ARABIA,JAN 23,PANELMARKET,TCL,75C635,NO AIRPLAY,,UNKNOWN,UNKNOWN,NOT CURVED,LCD-DISPLAY,ULTRA HD/4K (3840X2160P),LED,3840X2160,16:09:00,DVB-T/T2,HDMI 2.1,75,SMART TV,ANDR/GOOGLE TV,DV + HDR10+,,DOLBY ATMOS,NO,NO GPU SYNC,NO MINILED,QUANTUMDOT/NO MINILED,N.A.,VOICE CONTROL,N.A.,N.A.,QUANTUM DOT,AUGUST 2022,MASS MERCHANDISERS/DIYSS,2,2195,8798,1098,4399,0.7,3.3
PTV/FLAT,SAUDI ARABIA,JAN 24,PANELMARKET,TCL,75C635,NO AIRPLAY,,UNKNOWN,UNKNOWN,NOT CURVED,LCD-DISPLAY,ULTRA HD/4K (3840X2160P),LED,3840X2160,16:09:00,DVB-T/T2,HDMI 2.1,75,SMART TV,ANDR/GOOGLE TV,DV + HDR10+,,DOLBY ATMOS,NO,NO GPU SYNC,NO MINILED,QUANTUMDOT/NO MINILED,N.A.,VOICE CONTROL,N.A.,N.A.,QUANTUM DOT,AUGUST 2022,MASS MERCHANDISERS/DIYSS,1,852,3499,852,3499,0.3,1.5
PTV/FLAT,SAUDI ARABIA,JAN 24,PANELMARKET,TOSHIBA,43C450,NO AIRPLAY,,0.5,130,NOT CURVED,LCD-DISPLAY,ULTRA HD/4K (3840X2160P),LED,3840X2160,16:09:00,DVB-T/T2,HDMI 2.1,43,SMART TV,VIDAA,DV + HDR10+,,DOLBY ATMOS,NO,NO GPU SYNC,NO MINILED,QUANTUMDOT/NO MINILED,N.A.,VOICE CONTROL,N.A.,N.A.,QUANTUM DOT,OCTOBER 2023,MASS MERCHANDISERS/DIYSS,1.8498,653,2680,353,1449,0.3,15.5
PTV/FLAT,SAUDI ARABIA,JAN 24,PANELMARKET,HISENSE,55A7GQ,NO AIRPLAY,,0.5,94,NOT CURVED,LCD-DISPLAY,ULTRA HD/4K (3840X2160P),LED,3840X2160,16:09:00,DVB-T/T2,HDMI 2.1,55,SMART TV,VIDAA,DV + HDR10+,,DOLBY ATMOS,NO,NO GPU SYNC,NO MINILED,QUANTUMDOT/NO MINILED,N.A.,VOICE CONTROL,N.A.,N.A.,QUANTUM DOT,JULY 2022,MASS MERCHANDISERS/DIYSS,22.0731,8525,34994,386,1585,1.8,26.9
PTV/FLAT,SAUDI ARABIA,JAN 24,PANELMARKET,HISENSE,65A7GQ,NO AIRPLAY,,0.5,94,NOT CURVED,LCD-DISPLAY,ULTRA HD/4K (3840X2160P),LED,3840X2160,16:09:00,DVB-T/T2,HDMI 2.1,65,SMART TV,VIDAA,DV + HDR10+,,DOLBY ATMOS,NO,NO GPU SYNC,NO MINILED,QUANTUMDOT/NO MINILED,N.A.,VOICE CONTROL,N.A.,N.A.,QUANTUM DOT,JULY 2022,MASS MERCHANDISERS/DIYSS,3,1349,5536,450,1845,0.9,2.9
PTV/FLAT,SAUDI ARABIA,JAN 23,PANELMARKET,TCL,75C635,NO AIRPLAY,,UNKNOWN,UNKNOWN,NOT CURVED,LCD-DISPLAY,ULTRA HD/4K (3840X2160P),LED,3840X2160,16:09:00,N.A.,HDMI 2.1,75,SMART TV,ANDR/GOOGLE TV,DV + HDR10+,,DOLBY ATMOS,NO,NO GPU SYNC,NO MINILED,QUANTUMDOT/NO MINILED,N.A.,VOICE CONTROL,N.A.,N.A.,QUANTUM DOT,JULY 2022,MASS MERCHANDISERS/DIYSS,3.202,3890,15591,1215,4869,8,26.2
PTV/FLAT,SAUDI ARABIA,JAN 23,PANELMARKET,TCL,55C728,NO AIRPLAY,,0.5,155,NOT CURVED,LCD-DISPLAY,ULTRA HD/4K (3840X2160P),LED,3840X2160,16:09:00,DVB-T/T2,HDMI 2.1,55,SMART TV,ANDR/GOOGLE TV,DV IQ + HDR10+,,DOLBY ATMOS,NO,NO GPU SYNC,NO MINILED,QUANTUMDOT/NO MINILED,N.A.,VOICE CONTROL,N.A.,N.A.,QUANTUM DOT,JULY 2021,MASS MERCHANDISERS/DIYSS,4.562,2982,11951,654,2620,7.6,19.6
PTV/FLAT,SAUDI ARABIA,JAN 23,PANELMARKET,TCL,55C715,NO AIRPLAY,,UNKNOWN,UNKNOWN,NOT CURVED,LCD-DISPLAY,ULTRA HD/4K (3840X2160P),LED,3840X2160,16:09:00,DVB-T/T2,NO HDMI,55,SMART TV,ANDR/GOOGLE TV,DV + HDR10+,,DOLBY ATMOS,NO,NO GPU SYNC,NO MINILED,QUANTUMDOT/NO MINILED,N.A.,VOICE CONTROL,N.A.,N.A.,QUANTUM DOT,JUNE 2020,MASS MERCHANDISERS/DIYSS,0.921,459,1841,499,1999,0.4,6.6
PTV/FLAT,SAUDI ARABIA,JAN 24,PANELMARKET,HAIER,PRIVATE LABEL,NO AIRPLAY,,UNKNOWN,UNKNOWN,NOT CURVED,LCD-DISPLAY,ULTRA HD/4K (3840X2160P),LED,3840X2160,16:09:00,DVB-T/T2,VERSION UNKNOWN,65,SMART TV,ANDR/GOOGLE TV,DV + HDR10,,DOLBY ATMOS,NO,NO GPU SYNC,NO MINILED,QUANTUMDOT/NO MINILED,N.A.,VOICE CONTROL,N.A.,N.A.,QUANTUM DOT,APRIL 2023,MASS MERCHANDISERS/DIYSS,4.6243,3418,14033,739,3035,0.3,9.7
PTV/FLAT,SAUDI ARABIA,JAN 23,PANELMARKET,SKYWORTH,65SUE9500,NO AIRPLAY,,UNKNOWN,UNKNOWN,NOT CURVED,LCD-DISPLAY,ULTRA HD/4K (3840X2160P),LED,3840X2160,16:09:00,DVB-T/T2,VERSION UNKNOWN,65,SMART TV,ANDR/GOOGLE TV,DV + HDR10+,,DOLBY ATMOS,NO,NO GPU SYNC,NO MINILED,QUANTUMDOT/NO MINILED,N.A.,VOICE CONTROL,N.A.,N.A.,QUANTUM DOT,AUGUST 2022,MASS MERCHANDISERS/DIYSS,50.562,30677,122940,607,2431,13.8,36.4
PTV/FLAT,SAUDI ARABIA,JAN 24,PANELMARKET,SKYWORTH,65SUE9500,NO AIRPLAY,,UNKNOWN,UNKNOWN,NOT CURVED,LCD-DISPLAY,ULTRA HD/4K (3840X2160P),LED,3840X2160,16:09:00,DVB-T/T2,VERSION UNKNOWN,65,SMART TV,ANDR/GOOGLE TV,DV + HDR10+,,DOLBY ATMOS,NO,NO GPU SYNC,NO MINILED,QUANTUMDOT/NO MINILED,N.A.,VOICE CONTROL,N.A.,N.A.,QUANTUM DOT,AUGUST 2022,MASS MERCHANDISERS/DIYSS,24.4221,12779,52459,523,2148,1.5,26.1
PTV/FLAT,SAUDI ARABIA,JAN 24,PANELMARKET,SKYWORTH,75SUE9500,NO AIRPLAY,,UNKNOWN,UNKNOWN,NOT CURVED,LCD-DISPLAY,ULTRA HD/4K (3840X2160P),LED,3840X2160,16:09:00,DVB-T/T2,VERSION UNKNOWN,75,SMART TV,ANDR/GOOGLE TV,DV + HDR10+,,DOLBY ATMOS,NO,NO GPU SYNC,NO MINILED,QUANTUMDOT/NO MINILED,N.A.,VOICE CONTROL,N.A.,N.A.,QUANTUM DOT,SEPTEMBER 2022,MASS MERCHANDISERS/DIYSS,46.0983,37046,152078,804,3299,5,46
PTV/FLAT,SAUDI ARABIA,JAN 24,PANELMARKET,HAIER,H65S900UX,NO AIRPLAY,,UNKNOWN,UNKNOWN,NOT CURVED,LCD-DISPLAY,ULTRA HD/4K (3840X2160P),LED,3840X2160,16:09:00,DVB-S,HDMI 2.1,65,SMART TV,ANDR/GOOGLE TV,DV IQ + HDR10,,DOLBY ATMOS,NO,NO GPU SYNC,NO MINILED,QUANTUMDOT/NO MINILED,N.A.,VOICE CONTROL,120,N.A.,QUANTUM DOT,MARCH 2023,TECSUPERSTORES + EL. CHAINS,30,21720,89162,724,2972,4,20
PTV/FLAT,SAUDI ARABIA,JAN 24,PANELMARKET,HAIER,H55S900UX,NO AIRPLAY,,UNKNOWN,UNKNOWN,NOT CURVED,LCD-DISPLAY,ULTRA HD/4K (3840X2160P),LED,3840X2160,16:09:00,DVB-T/T2,VERSION UNKNOWN,55,SMART TV,ANDR/GOOGLE TV,DV IQ + HDR10,,DOLBY ATMOS,NO,NO GPU SYNC,NO MINILED,QUANTUMDOT/NO MINILED,N.A.,VOICE CONTROL,120,N.A.,QUANTUM DOT,MAY 2023,TECSUPERSTORES + EL. CHAINS,12,6812,27965,568,2330,2.3,15.7
PTV/FLAT,SAUDI ARABIA,JAN 24,PANELMARKET,TCL,50C645,NO AIRPLAY,,UNKNOWN,145,NOT CURVED,LCD-DISPLAY,ULTRA HD/4K (3840X2160P),LED,3840X2160,16:09:00,DVB-T/T2,HDMI 2.1,50,SMART TV,ANDR/GOOGLE TV,DV + HDR10+,,DOLBY ATMOS,NO,NO GPU SYNC,NO MINILED,QUANTUMDOT/NO MINILED,N.A.,VOICE CONTROL,60,N.A.,QUANTUM DOT,MAY 2023,TECSUPERSTORES + EL. CHAINS,157.6456,62502,256579,396,1628,9.7,50.5
PTV/FLAT,SAUDI ARABIA,JAN 24,PANELMARKET,SKYWORTH,55SUE9520,NO AIRPLAY,,UNKNOWN,UNKNOWN,NOT CURVED,LCD-DISPLAY,ULTRA HD/4K (3840X2160P),LED,3840X2160,16:09:00,DVB-T,VERSION UNKNOWN,55,SMART TV,ANDR/GOOGLE TV,DV + HDR10,,DOLBY ATMOS,NO,NO GPU SYNC,NO MINILED,QUANTUMDOT/NO MINILED,N.A.,VOICE CONTROL,60,N.A.,QUANTUM DOT,APRIL 2023,TECSUPERSTORES + EL. CHAINS,122,49382,202717,405,1662,8.9,35.5
PTV/FLAT,SAUDI ARABIA,JAN 24,PANELMARKET,SKYWORTH,65SUE9520,NO AIRPLAY,,UNKNOWN,UNKNOWN,NOT CURVED,LCD-DISPLAY,ULTRA HD/4K (3840X2160P),LED,3840X2160,16:09:00,DVB-T,VERSION UNKNOWN,65,SMART TV,ANDR/GOOGLE TV,DV + HDR10,,DOLBY ATMOS,NO,NO GPU SYNC,NO MINILED,QUANTUMDOT/NO MINILED,N.A.,VOICE CONTROL,60,N.A.,QUANTUM DOT,APRIL 2023,TECSUPERSTORES + EL. CHAINS,261,132258,542931,507,2080,9.9,42.3
PTV/FLAT,SAUDI ARABIA,JAN 24,PANELMARKET,SKYWORTH,75SUE9520,NO AIRPLAY,,UNKNOWN,UNKNOWN,NOT CURVED,LCD-DISPLAY,ULTRA HD/4K (3840X2160P),LED,3840X2160,16:09:00,DVB-T,VERSION UNKNOWN,75,SMART TV,ANDR/GOOGLE TV,DV + HDR10,,DOLBY ATMOS,NO,NO GPU SYNC,NO MINILED,QUANTUMDOT/NO MINILED,N.A.,VOICE CONTROL,60,N.A.,QUANTUM DOT,APRIL 2023,TECSUPERSTORES + EL. CHAINS,52,40399,165840,777,3189,5.7,32.9
PTV/FLAT,SAUDI ARABIA,JAN 23,PANELMARKET,TCL,50C715,NO AIRPLAY,,0.5,135,NOT CURVED,LCD-DISPLAY,ULTRA HD/4K (3840X2160P),LED,3840X2160,16:09:00,DVB-T/T2,HDMI 2.0,50,SMART TV,ANDR/GOOGLE TV,DV + HDR10+,,DOLBY ATMOS,NO,NO GPU SYNC,NO MINILED,QUANTUMDOT/NO MINILED,N.A.,VOICE CONTROL,N.A.,N.A.,QUANTUM DOT,JUNE 2021,TECSUPERSTORES + EL. CHAINS,1,303,1213,303,1213,0.2,0
PTV/FLAT,SAUDI ARABIA,JAN 23,PANELMARKET,TCL,65C715,NO AIRPLAY,,0.5,230,NOT CURVED,LCD-DISPLAY,ULTRA HD/4K (3840X2160P),LED,3840X2160,16:09:00,DVB-T/T2,HDMI 2.0,65,SMART TV,ANDR/GOOGLE TV,DV + HDR10+,,DOLBY ATMOS,NO,NO GPU SYNC,NO MINILED,QUANTUMDOT/NO MINILED,N.A.,VOICE CONTROL,N.A.,N.A.,QUANTUM DOT,JUNE 2020,TECSUPERSTORES + EL. CHAINS,1,541,2170,541,2170,0.2,0.1
PTV/FLAT,SAUDI ARABIA,JAN 23,PANELMARKET,HAIER,H50S5UG,NO AIRPLAY,,UNKNOWN,UNKNOWN,NOT CURVED,LCD-DISPLAY,ULTRA HD/4K (3840X2160P),LED,3840X2160,16:09:00,DVB-T/T2/S,HDMI 2.1,50,SMART TV,ANDR/GOOGLE TV,DV + HDR10,,DOLBY ATMOS,NO,NO GPU SYNC,NO MINILED,QUANTUMDOT/NO MINILED,N.A.,VOICE CONTROL,N.A.,N.A.,QUANTUM DOT,JULY 2022,TECSUPERSTORES + EL. CHAINS,475,169070,677547,356,1426,6,30.6
PTV/FLAT,SAUDI ARABIA,JAN 24,PANELMARKET,HAIER,H50S5UG,NO AIRPLAY,,UNKNOWN,UNKNOWN,NOT CURVED,LCD-DISPLAY,ULTRA HD/4K (3840X2160P),LED,3840X2160,16:09:00,DVB-T/T2/S,HDMI 2.1,50,SMART TV,ANDR/GOOGLE TV,DV + HDR10,,DOLBY ATMOS,NO,NO GPU SYNC,NO MINILED,QUANTUMDOT/NO MINILED,N.A.,VOICE CONTROL,N.A.,N.A.,QUANTUM DOT,JULY 2022,TECSUPERSTORES + EL. CHAINS,1,219,899,219,899,0.3,0.6
PTV/FLAT,SAUDI ARABIA,JAN 23,PANELMARKET,HAIER,H65S5UG,NO AIRPLAY,,UNKNOWN,UNKNOWN,NOT CURVED,LCD-DISPLAY,ULTRA HD/4K (3840X2160P),LED,3840X2160,16:09:00,DVB-T/T2/S,HDMI 2.1,65,SMART TV,ANDR/GOOGLE TV,DV + HDR10,,DOLBY ATMOS,NO,NO GPU SYNC,NO MINILED,QUANTUMDOT/NO MINILED,N.A.,VOICE CONTROL,N.A.,N.A.,QUANTUM DOT,MAY 2022,TECSUPERSTORES + EL. CHAINS,260,156856,628599,603,2418,7.6,31.4
PTV/FLAT,SAUDI ARABIA,JAN 24,PANELMARKET,HAIER,H65S5UG,NO AIRPLAY,,UNKNOWN,UNKNOWN,NOT CURVED,LCD-DISPLAY,ULTRA HD/4K (3840X2160P),LED,3840X2160,16:09:00,DVB-T/T2/S,HDMI 2.1,65,SMART TV,ANDR/GOOGLE TV,DV + HDR10,,DOLBY ATMOS,NO,NO GPU SYNC,NO MINILED,QUANTUMDOT/NO MINILED,N.A.,VOICE CONTROL,N.A.,N.A.,QUANTUM DOT,MAY 2022,TECSUPERSTORES + EL. CHAINS,27.3813,14094,57856,515,2113,3.5,17.9
PTV/FLAT,SAUDI ARABIA,JAN 23,PANELMARKET,HAIER,H85S5UG,NO AIRPLAY,,UNKNOWN,UNKNOWN,NOT CURVED,LCD-DISPLAY,ULTRA HD/4K (3840X2160P),LED,3840X2160,16:09:00,DVB-T/T2/S,HDMI 2.1,85,SMART TV,ANDR/GOOGLE TV,DV + HDR10,,DOLBY ATMOS,NO,NO GPU SYNC,NO MINILED,QUANTUMDOT/NO MINILED,N.A.,VOICE CONTROL,N.A.,N.A.,QUANTUM DOT,AUGUST 2022,TECSUPERSTORES + EL. CHAINS,26,43063,172575,1656,6638,3.8,18.1
PTV/FLAT,SAUDI ARABIA,JAN 23,PANELMARKET,TCL,50C725,NO AIRPLAY,,0.5,145,NOT CURVED,LCD-DISPLAY,ULTRA HD/4K (3840X2160P),LED,3840X2160,16:09:00,DVB-T/T2,HDMI 2.1,50,SMART TV,ANDR/GOOGLE TV,DV + HDR10+,,DOLBY ATMOS,NO,NO GPU SYNC,NO MINILED,QUANTUMDOT/NO MINILED,N.A.,VOICE CONTROL,N.A.,N.A.,QUANTUM DOT,JULY 2021,TECSUPERSTORES + EL. CHAINS,2,763,3058,382,1529,0.4,0.9
PTV/FLAT,SAUDI ARABIA,JAN 23,PANELMARKET,TCL,55C725,NO AIRPLAY,,0.5,155,NOT CURVED,LCD-DISPLAY,ULTRA HD/4K (3840X2160P),LED,3840X2160,16:09:00,DVB-T/T2,HDMI 2.1,55,SMART TV,ANDR/GOOGLE TV,DV + HDR10+,,DOLBY ATMOS,NO,NO GPU SYNC,NO MINILED,QUANTUMDOT/NO MINILED,N.A.,VOICE CONTROL,N.A.,N.A.,QUANTUM DOT,JULY 2021,TECSUPERSTORES + EL. CHAINS,3,995,3987,332,1329,0.2,0.7
PTV/FLAT,SAUDI ARABIA,JAN 23,PANELMARKET,TCL,65C725,NO AIRPLAY,,0.5,210,NOT CURVED,LCD-DISPLAY,ULTRA HD/4K (3840X2160P),LED,3840X2160,16:09:00,DVB-T/T2,HDMI 2.1,65,SMART TV,ANDR/GOOGLE TV,DV + HDR10+,,DOLBY ATMOS,NO,NO GPU SYNC,NO MINILED,QUANTUMDOT/NO MINILED,N.A.,VOICE CONTROL,N.A.,N.A.,QUANTUM DOT,SEPTEMBER 2021,TECSUPERSTORES + EL. CHAINS,6,2844,11398,474,1900,1.1,1.6
PTV/FLAT,SAUDI ARABIA,JAN 24,PANELMARKET,TCL,65C725,NO AIRPLAY,,0.5,210,NOT CURVED,LCD-DISPLAY,ULTRA HD/4K (3840X2160P),LED,3840X2160,16:09:00,DVB-T/T2,HDMI 2.1,65,SMART TV,ANDR/GOOGLE TV,DV + HDR10+,,DOLBY ATMOS,NO,NO GPU SYNC,NO MINILED,QUANTUMDOT/NO MINILED,N.A.,VOICE CONTROL,N.A.,N.A.,QUANTUM DOT,SEPTEMBER 2021,TECSUPERSTORES + EL. CHAINS,0,-205,-840,0,0,6,10.8
PTV/FLAT,SAUDI ARABIA,JAN 23,PANELMARKET,TCL,75C725,NO AIRPLAY,,0.5,280,NOT CURVED,LCD-DISPLAY,ULTRA HD/4K (3840X2160P),LED,3840X2160,16:09:00,DVB-T/T2,HDMI 2.1,75,SMART TV,ANDR/GOOGLE TV,DV + HDR10+,,DOLBY ATMOS,NO,NO GPU SYNC,NO MINILED,QUANTUMDOT/NO MINILED,N.A.,VOICE CONTROL,N.A.,N.A.,QUANTUM DOT,AUGUST 2021,TECSUPERSTORES + EL. CHAINS,1,845,3387,845,3387,0.2,0.1
PTV/FLAT,SAUDI ARABIA,JAN 23,PANELMARKET,TCL,50C635,NO AIRPLAY,,UNKNOWN,UNKNOWN,NOT CURVED,LCD-DISPLAY,ULTRA HD/4K (3840X2160P),LED,3840X2160,16:09:00,DVB-T/T2,HDMI 2.1,50,SMART TV,ANDR/GOOGLE TV,DV + HDR10+,,DOLBY ATMOS,NO,NO GPU SYNC,NO MINILED,QUANTUMDOT/NO MINILED,N.A.,VOICE CONTROL,N.A.,N.A.,QUANTUM DOT,JULY 2022,TECSUPERSTORES + EL. CHAINS,124,56126,224924,453,1814,18.3,48.5
PTV/FLAT,SAUDI ARABIA,JAN 24,PANELMARKET,TCL,50C635,NO AIRPLAY,,UNKNOWN,UNKNOWN,NOT CURVED,LCD-DISPLAY,ULTRA HD/4K (3840X2160P),LED,3840X2160,16:09:00,DVB-T/T2,HDMI 2.1,50,SMART TV,ANDR/GOOGLE TV,DV + HDR10+,,DOLBY ATMOS,NO,NO GPU SYNC,NO MINILED,QUANTUMDOT/NO MINILED,N.A.,VOICE CONTROL,N.A.,N.A.,QUANTUM DOT,JULY 2022,TECSUPERSTORES + EL. CHAINS,12.36,4998,20515,404,1660,1.6,5.3
PTV/FLAT,SAUDI ARABIA,JAN 23,PANELMARKET,TCL,65C635,NO AIRPLAY,,UNKNOWN,UNKNOWN,NOT CURVED,LCD-DISPLAY,ULTRA HD/4K (3840X2160P),LED,3840X2160,16:09:00,DVB-T/T2,HDMI 2.1,65,SMART TV,ANDR/GOOGLE TV,DV + HDR10+,,DOLBY ATMOS,NO,NO GPU SYNC,NO MINILED,QUANTUMDOT/NO MINILED,N.A.,VOICE CONTROL,N.A.,N.A.,QUANTUM DOT,JUNE 2022,TECSUPERSTORES + EL. CHAINS,249,179666,720012,722,2892,14,38.5
PTV/FLAT,SAUDI ARABIA,JAN 24,PANELMARKET,TCL,65C635,NO AIRPLAY,,UNKNOWN,UNKNOWN,NOT CURVED,LCD-DISPLAY,ULTRA HD/4K (3840X2160P),LED,3840X2160,16:09:00,DVB-T/T2,HDMI 2.1,65,SMART TV,ANDR/GOOGLE TV,DV + HDR10+,,DOLBY ATMOS,NO,NO GPU SYNC,NO MINILED,QUANTUMDOT/NO MINILED,N.A.,VOICE CONTROL,N.A.,N.A.,QUANTUM DOT,JUNE 2022,TECSUPERSTORES + EL. CHAINS,8.36,3562,14622,426,1749,0.3,1.1
PTV/FLAT,SAUDI ARABIA,JAN 24,PANELMARKET,TOSHIBA,65C450,NO AIRPLAY,,0.5,190,NOT CURVED,LCD-DISPLAY,ULTRA HD/4K (3840X2160P),LED,3840X2160,16:09:00,DVB-T/T2,HDMI 2.1,65,SMART TV,OTHER SMART UI,DV + HDR10+,,DOLBY ATMOS,NO,NO GPU SYNC,NO MINILED,QUANTUMDOT/NO MINILED,N.A.,VOICE CONTROL,N.A.,N.A.,QUANTUM DOT,JULY 2023,TECSUPERSTORES + EL. CHAINS,10.48,5168,21216,493,2024,9.5,10.7
PTV/FLAT,SAUDI ARABIA,JAN 24,PANELMARKET,TOSHIBA,43C450,NO AIRPLAY,,0.5,130,NOT CURVED,LCD-DISPLAY,ULTRA HD/4K (3840X2160P),LED,3840X2160,16:09:00,DVB-T/T2,HDMI 2.1,43,SMART TV,VIDAA,DV + HDR10+,,DOLBY ATMOS,NO,NO GPU SYNC,NO MINILED,QUANTUMDOT/NO MINILED,N.A.,VOICE CONTROL,N.A.,N.A.,QUANTUM DOT,OCTOBER 2023,TECSUPERSTORES + EL. CHAINS,8.2608,2403,9863,291,1194,9,10.6
PTV/FLAT,SAUDI ARABIA,JAN 23,PANELMARKET,HISENSE,50A7GQ,NO AIRPLAY,,0.5,94,NOT CURVED,LCD-DISPLAY,ULTRA HD/4K (3840X2160P),LED,3840X2160,16:09:00,DVB-T/T2,HDMI 2.1,50,SMART TV,VIDAA,DV + HDR10+,,DOLBY ATMOS,NO,NO GPU SYNC,NO MINILED,QUANTUMDOT/NO MINILED,N.A.,VOICE CONTROL,N.A.,N.A.,QUANTUM DOT,MAY 2022,TECSUPERSTORES + EL. CHAINS,4,1604,6428,401,1607,0.7,0.2
PTV/FLAT,SAUDI ARABIA,JAN 24,PANELMARKET,HISENSE,50A7GQ,NO AIRPLAY,,0.5,94,NOT CURVED,LCD-DISPLAY,ULTRA HD/4K (3840X2160P),LED,3840X2160,16:09:00,DVB-T/T2,HDMI 2.1,50,SMART TV,VIDAA,DV + HDR10+,,DOLBY ATMOS,NO,NO GPU SYNC,NO MINILED,QUANTUMDOT/NO MINILED,N.A.,VOICE CONTROL,N.A.,N.A.,QUANTUM DOT,MAY 2022,TECSUPERSTORES + EL. CHAINS,15,5639,23150,376,1543,1.7,0.4
PTV/FLAT,SAUDI ARABIA,JAN 23,PANELMARKET,HISENSE,55A7GQ,NO AIRPLAY,,0.5,94,NOT CURVED,LCD-DISPLAY,ULTRA HD/4K (3840X2160P),LED,3840X2160,16:09:00,DVB-T/T2,HDMI 2.1,55,SMART TV,VIDAA,DV + HDR10+,,DOLBY ATMOS,NO,NO GPU SYNC,NO MINILED,QUANTUMDOT/NO MINILED,N.A.,VOICE CONTROL,N.A.,N.A.,QUANTUM DOT,JULY 2022,TECSUPERSTORES + EL. CHAINS,6,2505,10037,417,1673,1.3,0.4
PTV/FLAT,SAUDI ARABIA,JAN 24,PANELMARKET,HISENSE,55A7GQ,NO AIRPLAY,,0.5,94,NOT CURVED,LCD-DISPLAY,ULTRA HD/4K (3840X2160P),LED,3840X2160,16:09:00,DVB-T/T2,HDMI 2.1,55,SMART TV,VIDAA,DV + HDR10+,,DOLBY ATMOS,NO,NO GPU SYNC,NO MINILED,QUANTUMDOT/NO MINILED,N.A.,VOICE CONTROL,N.A.,N.A.,QUANTUM DOT,JULY 2022,TECSUPERSTORES + EL. CHAINS,73.7,30526,125311,414,1700,6.5,32.1
PTV/FLAT,SAUDI ARABIA,JAN 23,PANELMARKET,HISENSE,65A7GQ,NO AIRPLAY,,0.5,94,NOT CURVED,LCD-DISPLAY,ULTRA HD/4K (3840X2160P),LED,3840X2160,16:09:00,DVB-T/T2,HDMI 2.1,65,SMART TV,VIDAA,DV + HDR10+,,DOLBY ATMOS,NO,NO GPU SYNC,NO MINILED,QUANTUMDOT/NO MINILED,N.A.,VOICE CONTROL,N.A.,N.A.,QUANTUM DOT,JULY 2022,TECSUPERSTORES + EL. CHAINS,4,2800,11219,700,2805,0.9,0.4
PTV/FLAT,SAUDI ARABIA,JAN 24,PANELMARKET,HISENSE,65A7GQ,NO AIRPLAY,,0.5,94,NOT CURVED,LCD-DISPLAY,ULTRA HD/4K (3840X2160P),LED,3840X2160,16:09:00,DVB-T/T2,HDMI 2.1,65,SMART TV,VIDAA,DV + HDR10+,,DOLBY ATMOS,NO,NO GPU SYNC,NO MINILED,QUANTUMDOT/NO MINILED,N.A.,VOICE CONTROL,N.A.,N.A.,QUANTUM DOT,JULY 2022,TECSUPERSTORES + EL. CHAINS,24,11032,45286,460,1887,3.2,10.5
